State,City,Population,Violent crime,Murder and non-negligent man-slaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,,
,Dumas,"13,955",65,0,9,5,51,463,79,363,21,7,,,,,,
,Duncanville,"36,269",165,1,8,59,97,"1,523",323,989,211,6,,,,,,
,Eagle Pass,"24,873",45,0,0,6,39,764,78,656,30,0,,,,,,
,Edinburg,"56,231",499,1,22,74,402,"6,851",814,"5,717",320,31,,,,,,
,El Campo,"11,024",41,0,7,6,28,499,113,362,24,1,,,,,,
,El Paso,"593,924","3,242",11,201,570,"2,460","20,846","2,304","16,702","1,840",200,,,,,,
,Ennis,"18,627",61,1,13,16,31,998,172,781,45,4,,,,,,
,Euless,"50,960",95,0,8,23,64,"1,780",349,"1,268",163,4,,,,,,
,Farmers Branch,"27,479",73,0,3,37,33,"1,390",255,933,202,3,,,,,,
,Flower Mound,"61,639",46,0,6,5,35,705,132,544,29,1,,,,,,
,Forest Hill,"13,488",83,0,3,24,56,405,126,243,36,0,,,,,,
,Fort Worth,"594,950","3,784",52,288,"1,415","2,029","38,692","8,569","26,492","3,631",246,,,,,,
,Fredericksburg,"10,122",11,0,2,0,9,259,33,223,3,1,,,,,,
,Freeport,"12,929",49,0,16,9,24,453,135,297,21,0,,,,,,
,Friendswood,"33,005",43,0,5,5,33,453,108,321,24,3,,,,,,
,Frisco,"56,052",80,1,8,18,53,"2,326",578,"1,665",83,8,,,,,,
,Gainesville,"16,309",53,0,1,21,31,"1,292",275,952,65,2,,,,,,
,Galena Park,"10,618",28,0,7,6,15,281,78,165,38,0,,,,,,
,Galveston,"57,619",487,4,72,144,267,"3,346",752,"2,282",312,7,,,,,,
,Garland,"221,689",561,6,43,217,295,"9,282","2,052","6,463",767,36,,,,,,
,Gatesville,"15,631",39,0,4,1,34,222,55,156,11,2,,,,,,
,Georgetown,"35,400",54,1,13,4,36,623,84,491,48,2,,,,,,
,Grand Prairie,"138,967",449,9,59,158,223,"7,051","1,362","4,750",939,26,,,,,,
,Grapevine,"47,679",90,2,12,21,55,"1,583",231,"1,206",146,5,,,,,,
,Greenville,"25,255",236,8,5,45,178,"2,103",474,"1,470",159,4,,,,,,
,Groves,"15,591",20,0,1,6,13,613,139,424,50,0,,,,,,
,Haltom City,"41,155",204,0,28,42,134,"2,330",469,"1,604",257,15,,,,,,
,Harker Heights,"18,673",42,4,11,9,18,684,210,435,39,0,,,,,,
,Harlingen,"61,790",337,3,21,68,245,"4,977","1,137","3,609",231,20,,,,,,
,Henderson,"11,255",163,0,12,12,139,798,86,666,46,0,,,,,,
,Hereford,"14,670",65,0,2,3,60,537,110,409,18,2,,,,,,
,Hewitt,"12,467",14,0,2,0,12,253,58,187,8,0,,,,,,
,Highland Village,"14,316",12,0,1,1,10,138,20,115,3,2,,,,,,
,Houston,"2,043,446","23,427",272,908,"10,182","12,065","123,425","27,110","74,752","21,563","1,255",,,,,,
,Humble,"15,001",101,1,13,60,27,"1,629",166,"1,267",196,2,,,,,,
,Huntsville,"36,164",132,3,10,26,93,"1,355",264,"1,036",55,2,,,,,,
,Hurst,"37,765",189,1,9,44,135,"2,651",421,"2,069",161,3,,,,,,
,Irving,"197,721",815,10,52,249,504,"10,030","1,535","7,222","1,273",43,,,,,,
,Jacinto City,"10,430",69,0,0,18,51,430,71,312,47,3,,,,,,
,Jacksonville,"14,209",94,0,11,16,67,756,151,569,36,5,,,,,,
,Katy,"12,940",117,0,1,4,112,662,67,573,22,2,,,,,,
,Keller,"34,521",19,0,8,2,9,592,113,462,17,0,,,,,,
,Kerrville,"21,701",39,0,5,11,23,806,139,642,25,0,,,,,,
,Kilgore,"11,665",59,1,15,13,30,"1,195",148,992,55,0,,,,,,
,Killeen,"97,774",771,5,62,153,551,"5,091","1,741","3,153",197,22,,,,,,
,Kingsville,"25,694",136,0,12,10,114,"1,499",396,"1,079",24,5,,,,,,
,Kyle,"11,437",18,1,2,2,13,187,48,135,4,0,,,,,,
,Lake Jackson,"27,403",39,1,3,12,23,810,133,653,24,0,,,,,,
,La Marque,"14,020",65,0,13,24,28,468,131,298,39,6,,,,,,
,Lancaster,"28,281",134,2,7,23,102,"1,392",487,724,181,5,,,,,,
,La Porte,"33,822",73,2,16,8,47,666,162,446,58,7,,,,,,
,Laredo,"200,805","1,088",15,52,220,801,"13,397","2,064","10,304","1,029",100,,,,,,
,League City,"55,695",41,1,6,9,25,"1,478",327,"1,089",62,0,,,,,,
,Leander,"14,079",39,0,0,2,37,228,65,142,21,5,,,,,,
,Levelland,"13,121",58,0,2,2,54,449,118,324,7,2,,,,,,
,Lewisville,"88,590",182,4,18,76,84,"4,046",543,"3,071",432,8,,,,,,
,Lockhart,"13,283",65,0,4,2,59,355,69,270,16,2,,,,,,
,Longview,"76,160",809,3,35,163,608,"4,459","1,004","3,107",348,59,,,,,,
,Lubbock,"209,949","2,200",16,96,310,"1,778","12,868","2,678","9,494",696,40,,,,,,
,Lufkin,"33,719",234,0,18,52,164,"1,934",419,"1,425",90,3,,,,,,
,Mansfield,"33,679",64,1,4,15,44,"1,030",252,704,74,5,,,,,,
,Marshall,"24,340",139,3,17,36,83,"1,411",399,919,93,11,,,,,,
,McAllen,"118,458",540,4,22,154,360,"8,894","1,001","7,244",649,,,,,,,
,McKinney,"81,301",182,4,42,40,96,"1,856",372,"1,346",138,26,,,,,,
,Memorial Villages,"11,888",8,0,1,3,4,166,57,105,4,2,,,,,,
,Mercedes,"14,365",77,0,4,6,67,644,181,404,59,8,,,,,,
,Mesquite,"131,441",466,5,10,110,341,"6,090",908,"4,438",744,53,,,,,,
,Midlothian,"11,126",19,0,8,0,11,298,51,215,32,1,,,,,,
,Mineral Wells,"17,255",63,1,13,15,34,"1,046",225,767,54,1,,,,,,
,Mission,"55,536",92,0,0,40,52,"2,627",353,"2,016",258,5,,,,,,
,Missouri City,"63,621",134,0,21,61,52,"1,262",406,747,109,10,,,,,,
,Mount Pleasant,"14,506",77,1,1,19,56,695,129,533,33,4,,,,,,
,Nacogdoches,"30,952",99,1,10,26,62,"1,227",266,911,50,1,,,,,,
,Nederland,"17,212",49,0,11,9,29,818,160,610,48,0,,,,,,
,New Braunfels,"43,410",138,1,19,17,101,"2,473",380,"2,012",81,14,,,,,,
,North Richland Hills,"61,250",142,1,19,22,100,"2,660",502,"2,000",158,3,,,,,,
,Odessa,"92,643",561,2,16,87,456,"3,976",895,"2,865",216,30,,,,,,
,Orange,"18,377",199,1,21,54,123,"1,238",352,815,71,9,,,,,,
,Palestine,"18,107",65,2,2,12,49,844,231,574,39,8,,,,,,
,Pampa,"17,181",76,0,7,6,63,830,197,600,33,1,,,,,,
,Paris,"26,968",372,4,88,39,241,"2,563",440,"2,035",88,3,,,,,,
,Pasadena,"146,839",580,8,60,129,383,"5,623","1,207","3,836",580,43,,,,,,
,Pearland,"48,708",101,1,37,23,40,"1,205",226,903,76,3,,,,,,
,Pflugerville,"25,075",34,0,12,3,19,506,81,409,16,6,,,,,,
,Pharr,"55,367",247,4,18,58,167,"2,819",584,"2,148",87,8,,,,,,
,Plainview,"22,257",75,1,5,18,51,"1,686",344,"1,316",26,2,,,,,,
,Plano,"246,056",649,5,45,141,458,"8,603","1,346","6,716",541,38,,,,,,
,Port Arthur,"58,000",293,6,21,111,155,"2,259",768,"1,287",204,37,,,,,,
,Portland,"15,749",32,0,11,2,19,394,90,289,15,3,,,,,,
,Port Lavaca,"12,064",39,3,4,5,27,441,127,294,20,1,,,,,,
,Port Neches,"13,492",25,0,1,8,16,615,134,452,29,2,,,,,,
,Richardson,"101,208",258,2,14,96,146,"3,511",728,"2,501",282,6,,,,,,
,Richmond,"12,966",64,1,14,22,27,408,71,306,31,5,,,,,,
,Rio Grande City,"13,203",60,1,0,8,51,518,120,316,82,0,,,,,,
,Robstown,"12,849",54,1,2,11,40,695,300,369,26,3,,,,,,
,Rockwall,"25,038",41,0,2,11,28,749,144,540,65,0,,,,,,
,Roma,"10,488",36,0,5,4,27,314,64,204,46,2,,,,,,
,Rosenberg,"28,275",220,1,41,34,144,952,222,658,72,15,,,,,,
,Round Rock,"79,255",94,0,16,19,59,"1,672",264,"1,361",47,5,,,,,,
,Rowlett,"51,960",72,2,9,10,51,"1,160",254,850,56,0,,,,,,
,Sachse,"14,794",15,1,2,2,10,194,51,131,12,0,,,,,,
,Saginaw,"16,398",41,1,3,9,28,515,104,362,49,3,,,,,,
,San Angelo,"89,399",415,1,81,58,275,"5,848","1,079","4,523",246,25,,,,,,
,San Antonio,"1,235,128","7,846",94,677,"2,127","4,948","81,255","14,720","60,868","5,667",476,,,,,,
,San Benito,"24,615",89,0,13,22,54,"2,682",357,"2,270",55,5,,,,,,
,San Juan,"29,379",181,2,13,20,146,"1,442",252,"1,088",102,7,,,,,,
,San Marcos,"43,729",129,0,18,30,81,"1,497",221,"1,175",101,2,,,,,,
,Santa Fe,"10,431",5,0,1,2,2,308,81,207,20,0,,,,,,
,Schertz,"24,088",43,1,16,8,18,449,60,372,17,0,,,,,,
,Seabrook,"11,004",29,1,13,1,14,216,60,144,12,1,,,,,,
,Seagoville,"11,204",54,0,6,12,36,638,138,402,98,2,,,,,,
,Seguin,"23,575",106,0,16,15,75,"1,324",259,"1,038",27,0,,,,,,
,Sherman,"36,870",145,3,4,24,114,"1,864",357,"1,449",58,8,,,,,,
,Snyder,"10,713",41,0,1,2,38,257,77,167,13,4,,,,,,
,Socorro,"28,613",72,0,5,11,56,508,76,359,73,4,,,,,,
,South Houston,"16,328",98,3,14,41,40,897,161,583,153,0,,,,,,
,Southlake,"24,598",15,0,2,5,8,562,111,440,11,4,,,,,,
,Stafford,"18,602",94,3,7,47,37,942,174,672,96,1,,,,,,
,Stephenville,"15,472",37,0,6,4,27,609,100,491,18,3,,,,,,
,Sugar Land,"72,004",155,2,15,62,76,"1,712",234,"1,385",93,4,,,,,,
,Sulphur Springs,"15,035",41,0,6,6,29,494,118,343,33,2,,,,,,
,Taylor,"14,443",30,1,7,4,18,284,54,221,9,3,,,,,,
,Temple,"55,898",159,1,1,57,100,"2,691",632,"1,914",145,7,,,,,,
,Terrell,"16,036",87,1,1,33,52,"1,271",331,825,115,6,,,,,,
,Texarkana,"35,790",447,2,29,76,340,"2,703",557,"2,001",145,19,,,,,,
,Texas City,"43,959",447,7,27,88,325,"2,853",835,"1,794",224,13,,,,,,
,The Colony,"35,780",30,0,6,9,15,"1,029",176,787,66,29,,,,,,
,Tyler,"89,799",541,6,50,133,352,"4,838","1,061","3,548",229,6,,,,,,
,Universal City,"15,687",36,0,3,12,21,388,65,301,22,10,,,,,,
,University Park,"24,144",10,0,0,7,3,547,81,444,22,0,,,,,,
,Uvalde,"16,666",58,1,0,7,50,941,288,625,28,7,,,,,,
,Vernon,"11,085",60,0,1,5,54,528,102,398,28,3,,,,,,
,Victoria,"62,441",415,6,28,92,289,"4,269",870,"3,215",184,1,,,,,,
,Vidor,"11,473",44,0,5,6,33,423,117,268,38,1,,,,,,
,Waco,"118,850",856,17,43,240,556,"9,203","2,167","6,486",550,27,,,,,,
,Watauga,"23,989",66,1,1,11,53,688,124,516,48,5,,,,,,
,Waxahachie,"24,317",94,1,8,16,69,"1,058",217,792,49,3,,,,,,
,Weatherford,"21,780",53,0,6,16,31,888,129,709,50,1,,,,,,
,Weslaco,"30,927",132,0,4,39,89,"2,201",412,"1,598",191,6,,,,,,
,West University Place,"15,154",13,0,1,10,2,241,64,169,8,0,,,,,,
,White Settlement,"15,814",40,1,1,10,28,896,177,648,71,5,,,,,,
,Wichita Falls,"104,059","1,181",9,71,216,885,"7,692","1,750","5,378",564,48,,,,,,
,Wylie,"22,085",38,0,9,0,29,494,109,359,26,1,,,,,,
UTAH,Alpine/Highland,"17,860",5,0,3,0,2,294,86,197,11,1,,,,,,
,American Fork,"23,242",27,0,7,3,17,"1,085",175,858,52,3,,,,,,
,Bountiful,"42,063",47,0,17,11,19,"1,034",139,829,66,1,,,,,,
,Brigham City,"17,611",53,0,16,3,34,578,132,428,18,2,,,,,,
,Cedar City,"22,297",21,1,2,3,15,647,108,510,29,2,,,,,,
,Centerville,"14,984",6,0,2,1,3,346,56,270,20,4,,,,,,
,Clearfield,"27,580",50,0,15,7,28,790,122,619,49,4,,,,,,
,Draper,"31,516",33,0,8,9,16,"1,009",192,761,56,4,,,,,,
,Farmington,"13,621",9,0,1,1,7,185,31,136,18,1,,,,,,
,Kaysville,"21,728",17,0,5,0,12,487,85,377,25,2,,,,,,
,Layton,"61,740",112,0,28,24,60,"1,811",283,"1,426",102,11,,,,,,
,Lehi,"23,638",22,1,9,1,11,596,211,345,40,0,,,,,,
,Logan,"44,373",32,0,12,4,16,"1,001",163,804,34,3,,,,,,
,Midvale,"27,600",84,2,19,17,46,"1,734",171,"1,382",181,4,,,,,,
,Murray,"44,314",169,2,25,43,99,"3,767",470,"3,019",278,1,,,,,,
,North Ogden,"16,341",5,0,2,0,3,320,73,232,15,0,,,,,,
,North Park,"10,008",1,0,0,0,1,175,36,134,5,4,,,,,,
,Ogden,"79,544",349,4,34,107,204,"5,149",802,"3,921",426,0,,,,,,
,Orem,"88,999",53,1,13,17,22,"3,895",452,"3,255",188,0,,,,,,
,Payson,"14,997",14,0,0,4,10,640,208,406,26,3,,,,,,
,Pleasant Grove/Lindon,"33,102",17,1,9,3,4,736,72,599,65,1,,,,,,
,Provo,"107,094",150,0,40,17,93,"3,334",532,"2,620",182,15,,,,,,
,Salt Lake City,"182,768","1,328",15,92,465,756,"16,343","2,353","12,108","1,882",49,,,,,,
,Sandy,"90,746",175,1,27,49,98,"3,138",454,"2,482",202,7,,,,,,
,South Jordan,"34,126",28,0,3,0,25,762,114,598,50,2,,,,,,
,South Salt Lake,"22,066",197,0,47,42,108,"2,547",334,"1,876",337,7,,,,,,
,Spanish Fork,"23,367",11,0,7,2,2,"1,275",207,"1,033",35,7,,,,,,
,Springville,"22,279",33,0,13,1,19,"1,010",158,801,51,0,,,,,,
,Tooele,"27,484",78,0,18,10,50,839,147,619,73,8,,,,,,
,West Jordan,"86,054",162,0,34,34,94,"3,253",359,"2,683",211,13,,,,,,
,West Valley,"113,472",479,2,75,140,262,"7,028",967,"5,345",716,23,,,,,,
VERMONT,Bennington,"15,945",23,0,7,1,15,485,77,388,20,9,,,,,,
,Brattleboro,"12,040",29,0,5,2,22,407,49,341,17,3,,,,,,
,Colchester,"17,238",32,0,6,8,18,527,77,439,11,4,,,,,,
,Rutland,"17,166",24,0,3,9,12,855,80,754,21,7,,,,,,
,South Burlington,"16,345",21,0,4,5,12,790,87,687,16,2,,,,,,
VIRGINIA,Alexandria,"130,206",386,2,30,162,192,,,,563,12,,,,,,
,Blacksburg,"40,465",57,1,12,9,35,607,103,479,25,9,,,,,,
,Bristol,"17,377",95,1,7,25,62,667,108,524,35,5,,,,,,
,Charlottesville,"39,552",322,4,29,69,220,"1,621",221,"1,250",150,10,,,,,,
,Chesapeake,"212,932","1,099",12,61,292,734,"7,673","1,288","5,763",622,24,,,,,,
,Christiansburg,"17,933",27,2,7,5,13,658,106,529,23,3,,,,,,
,Colonial Heights,"17,458",51,3,4,20,24,779,73,672,34,11,,,,,,
,Culpeper,"10,546",39,0,7,7,25,465,35,413,17,2,,,,,,
,Danville,"47,456",302,4,15,93,190,"2,239",274,"1,846",119,14,,,,,,
,Falls Church,"10,589",25,1,2,8,14,400,35,315,50,6,,,,,,
,Fredericksburg,"20,390",96,2,12,25,57,"1,009",79,852,78,3,,,,,,
,Front Royal,"14,301",38,0,9,8,21,553,51,466,36,5,,,,,,
,Hampton,"148,339",576,14,47,222,293,"4,868",761,"3,567",540,46,,,,,,
,Harrisonburg,"41,580",120,1,20,27,72,"1,287",301,905,81,9,,,,,,
,Herndon,"21,937",34,2,2,6,24,466,27,399,40,1,,,,,,
,Hopewell,"22,614",176,1,11,55,109,"1,132",274,736,122,9,,,,,,
,Leesburg,"33,651",63,0,13,11,39,849,73,733,43,1,,,,,,
,Lynchburg,"65,761",242,4,17,64,157,"2,491",383,"1,930",178,15,,,,,,
,Manassas,"37,536",163,3,21,48,91,"1,137",127,875,135,8,,,,,,
,Manassas Park,"11,099",30,0,5,5,20,292,23,229,40,2,,,,,,
,Martinsville,"15,271",56,1,6,19,30,529,90,414,25,2,,,,,,
,Newport News,"183,454","1,380",17,104,523,736,"7,782","1,444","5,406",932,86,,,,,,
,Norfolk,"244,132","1,342",35,82,684,541,"12,548","1,474","9,846","1,228",47,,,,,,
,Petersburg,"33,420",288,4,18,111,155,"2,390",562,"1,436",392,32,,,,,,
,Poquoson,"11,962",9,0,0,2,7,182,37,136,9,4,,,,,,
,Portsmouth,"100,608",891,8,30,345,508,"5,397","1,244","3,574",579,11,,,,,,
,Richmond,"196,667","2,700",93,101,"1,343","1,163","13,089","2,731","7,982","2,376",94,,,,,,
,Roanoke,"93,787",851,8,60,187,596,"5,955",993,"4,470",492,46,,,,,,
,Salem,"24,848",34,0,5,8,21,617,66,509,42,1,,,,,,
,Suffolk,"74,247",422,4,29,94,295,"2,836",495,"2,197",144,28,,,,,,
,Virginia Beach,"443,840","1,005",15,138,482,370,"13,504","1,772","10,970",762,146,,,,,,
,Waynesboro,"20,591",68,2,2,9,55,752,85,625,42,12,,,,,,
,Winchester,"24,677",74,0,7,20,47,"1,427",108,"1,259",60,6,,,,,,
WASHINGTON,Aberdeen,"16,398",77,0,25,13,39,"2,000",250,"1,623",127,9,,,,,,
,Anacortes,"15,657",36,0,5,8,23,629,100,500,29,2,,,,,,
,Arlington,"14,075",31,0,1,7,23,798,134,570,94,0,,,,,,
,Auburn,"45,182",243,1,16,90,136,"3,998",859,"2,337",802,41,,,,,,
,Bainbridge Island,"21,957",18,0,5,0,13,322,100,211,11,6,,,,,,
,Battle Ground,"12,881",30,1,9,3,17,429,88,314,27,7,,,,,,
,Bellevue,"113,670",174,0,38,75,61,"4,856",680,"3,570",606,32,,,,,,
,Bellingham,"72,130",182,2,25,70,85,"5,878",764,"4,749",365,25,,,,,,
,Bonney Lake,"13,371",16,0,5,6,5,558,107,390,61,4,,,,,,
,Bothell,"30,929",31,0,5,5,21,947,153,644,150,6,,,,,,
,Bremerton,"40,064",421,0,75,79,267,"1,871",395,"1,263",213,14,,,,,,
,Burien,"31,483",171,2,20,62,87,"2,004",370,"1,233",401,17,,,,,,
,Camas,"15,153",9,0,8,0,1,583,92,470,21,5,,,,,,
,Centralia,"15,158",95,0,21,17,57,"1,484",220,"1,155",109,3,,,,,,
,Covington,"15,474",39,0,9,11,19,598,123,350,125,11,,,,,,
,Des Moines,"29,382",115,2,17,41,55,"1,280",244,648,388,6,,,,,,
,Edmonds,"40,353",48,4,5,15,24,"1,273",222,878,173,13,,,,,,
,Ellensburg,"16,449",27,0,9,6,12,"1,083",161,885,37,5,,,,,,
,Enumclaw,"11,069",21,0,4,0,17,462,56,301,105,1,,,,,,
,Everett,"97,783",563,3,62,185,313,"7,004","1,346","3,986","1,672",52,,,,,,
,Federal Way,"82,675",280,0,50,121,109,"5,134",759,"3,257","1,118",25,,,,,,
,Issaquah,"14,835",22,0,5,9,8,914,117,651,146,0,,,,,,
,Kelso,"11,883",57,1,9,14,33,"1,192",224,851,117,10,,,,,,
,Kenmore,"19,257",32,2,7,7,16,543,134,334,75,4,,,,,,
,Kennewick,"60,034",218,4,30,41,143,"3,190",621,"2,365",204,39,,,,,,
,Kent,"82,529",408,5,54,117,232,"4,847","1,196","2,322","1,329",41,,,,,,
,Kirkland,"46,111",76,1,19,26,30,"1,682",299,"1,129",254,17,,,,,,
,Lacey,"33,168",112,0,18,30,64,"1,547",222,"1,210",115,11,,,,,,
,Lake Forest Park,"12,726",16,0,0,4,12,334,64,228,42,1,,,,,,
,Lakewood,"59,483",505,3,47,137,318,"4,036",943,"2,568",525,35,,,,,,
,Longview,"36,163",171,3,25,34,109,"3,246",689,"2,253",304,16,,,,,,
,Lynden,"10,157",5,1,2,2,0,239,41,185,13,2,,,,,,
,Lynnwood,"34,102",83,0,6,33,44,"2,459",298,"1,817",344,7,,,,,,
,Maple Valley,"14,286",25,1,8,4,12,455,108,261,86,2,,,,,,
,Marysville,"28,593",62,1,17,18,26,"1,050",181,647,222,6,,,,,,
,Mercer Island,"22,615",15,0,2,4,9,612,102,447,63,6,,,,,,
,Mill Creek,"12,983",19,0,2,5,12,636,94,453,89,6,,,,,,
,Monroe,"14,973",26,1,4,5,16,466,37,375,54,4,,,,,,
,Moses Lake,"16,338",56,2,11,11,32,"1,526",208,"1,253",65,7,,,,,,
,Mountlake Terrace,"20,849",34,0,2,14,18,707,108,475,124,18,,,,,,
,Mount Vernon,"28,265",88,1,22,30,35,"2,797",326,"2,341",130,6,,,,,,
,Mukilteo,"19,395",20,0,3,6,11,559,110,345,104,5,,,,,,
,Oak Harbor,"21,320",44,1,10,4,29,558,126,409,23,8,,,,,,
,Olympia,"44,482",148,6,35,26,81,"2,683",437,"2,050",196,5,,,,,,
,Pasco,"38,684",142,3,12,36,91,"1,706",334,"1,229",143,5,,,,,,
,Port Angeles,"18,734",75,1,24,9,41,827,146,628,53,18,,,,,,
,Pullman,"25,535",25,0,9,5,11,545,98,415,32,8,,,,,,
,Puyallup,"36,062",137,0,17,44,76,"2,604",334,"1,909",361,0,,,,,,
,Redmond,"46,938",79,1,19,24,35,"1,801",201,"1,424",176,8,,,,,,
,Renton,"54,665",245,2,24,95,124,"4,807",632,"3,190",985,6,,,,,,
,Richland,"43,039",70,0,4,13,53,"1,386",291,"1,034",61,17,,,,,,
,Sammamish,"34,316",13,0,2,3,8,412,72,312,28,13,,,,,,
,SeaTac,"25,309",128,1,19,40,68,"1,731",274,998,459,6,,,,,,
,Seattle,"575,816","3,798",24,145,"1,588","2,041","42,797","7,734","25,810","9,253",243,,,,,,
,Shoreline,"52,998",151,1,33,54,63,"2,239",447,"1,417",375,34,,,,,,
,Spokane,"198,944","1,207",8,90,310,799,"17,961","3,368","12,763","1,830",57,,,,,,
,Spokane Valley,"82,973",263,5,33,48,177,"5,068",928,"3,613",527,26,,,,,,
,Sunnyside,"14,246",34,0,2,10,22,"1,194",216,890,88,10,,,,,,
,Tacoma,"199,112","2,026",13,175,724,"1,114","16,580","2,997","10,361","3,222",97,,,,,,
,Tukwila,"17,283",175,1,19,80,75,"3,280",303,"2,340",637,14,,,,,,
,Tumwater,"13,317",36,0,6,7,23,541,100,386,55,5,,,,,,
,University Place,"30,999",116,0,10,31,75,"1,054",229,717,108,9,,,,,,
,Vancouver,"153,443",642,9,113,149,371,"8,411","1,245","5,989","1,177",44,,,,,,
,Walla Walla,"30,490",128,0,33,21,74,"1,400",236,"1,070",94,17,,,,,,
,Wenatchee,"28,974",113,0,32,21,60,"1,977",383,"1,490",104,17,,,,,,
,Yakima,"81,170",380,4,55,110,211,"6,473","1,251","4,524",698,92,,,,,,
WEST VIRGINIA,Bluefield,"11,155",41,0,4,12,25,365,113,226,26,2,,,,,,
,Charleston,"51,536",800,15,16,157,612,"4,026",951,"2,657",418,36,,,,,,
,Clarksburg,"16,470",50,2,6,11,31,836,166,614,56,9,,,,,,
,Fairmont,"19,036",59,1,7,11,40,440,103,271,66,6,,,,,,
,Huntington,"49,670",300,3,56,130,111,"3,520",868,"2,364",288,15,,,,,,
,South Charleston,"12,969",74,0,4,17,53,708,122,543,43,2,,,,,,
,St. Albans,"11,198",19,0,2,6,11,384,103,236,45,4,,,,,,
WISCONSIN,Appleton,"70,826",161,2,38,23,98,"2,187",282,"1,822",83,6,,,,,,
,Baraboo,"10,840",24,1,3,2,18,502,39,451,12,0,,,,,,
,Beaver Dam,"15,049",2,0,1,0,1,470,45,420,5,3,,,,,,
,Beloit,"35,743",160,0,19,57,84,"1,627",243,"1,285",99,15,,,,,,
,Brookfield,"39,903",22,0,0,14,8,"1,259",135,"1,104",20,0,,,,,,
,Brown Deer,"12,112",13,0,1,10,2,467,26,426,15,0,,,,,,
,Burlington,"10,909",4,0,1,1,2,403,33,358,12,1,,,,,,
,Caledonia,"24,180",11,0,0,3,8,305,59,223,23,1,,,,,,
,Cedarburg,"11,244",4,0,0,1,3,117,8,109,0,0,,,,,,
,Chippewa Falls,"12,793",5,0,0,1,4,349,47,282,20,2,,,,,,
,Cudahy,"18,423",34,1,7,16,10,634,99,508,27,6,,,,,,
,De Pere,"22,378",6,1,2,0,3,353,57,282,14,1,,,,,,
,Eau Claire,"62,915",182,1,17,22,142,"2,290",314,"1,901",75,17,,,,,,
,Everest,"14,986",10,0,0,1,9,297,57,233,7,1,,,,,,
,Fitchburg,"21,882",67,0,8,20,39,565,89,431,45,7,,,,,,
,Fond du Lac,"42,378",60,0,14,9,37,"1,307",138,"1,115",54,10,,,,,,
,Fort Atkinson,"11,860",11,0,0,1,10,336,26,306,4,1,,,,,,
,Fox Valley,"17,088",2,0,1,1,0,448,31,411,6,3,,,,,,
,Franklin,"32,209",29,0,4,4,21,611,104,486,21,2,,,,,,
,Germantown,"19,100",3,0,1,0,2,317,41,263,13,2,,,,,,
,Glendale,"13,269",26,0,0,22,4,614,40,538,36,0,,,,,,
,Grafton,"11,432",3,0,0,0,3,151,19,127,5,0,,,,,,
,Grand Chute,"19,893",13,0,9,1,3,845,46,772,27,1,,,,,,
,Green Bay,"102,148",519,6,57,67,389,"3,000",606,"2,172",222,10,,,,,,
,Greendale,"14,278",10,0,0,6,4,436,16,413,7,0,,,,,,
,Greenfield,"36,343",35,1,5,15,14,"1,128",172,887,69,6,,,,,,
,Hartford,"11,932",11,0,0,1,10,343,18,312,13,0,,,,,,
,Hudson,"10,309",10,0,2,2,6,582,65,494,23,1,,,,,,
,Janesville,"61,555",129,1,28,33,67,"2,777",498,"2,176",103,13,,,,,,
,Kaukauna,"14,216",6,0,0,1,5,208,20,178,10,2,,,,,,
,Kenosha,"93,494",214,2,19,99,94,"2,867",597,"2,063",207,13,,,,,,
,La Crosse,"51,343",120,1,15,26,78,"1,538",198,"1,270",70,1,,,,,,
,Madison,"219,898",842,3,94,292,453,"7,279","1,450","5,268",561,83,,,,,,
,Manitowoc,"34,309",49,0,12,4,33,"1,268",203,"1,031",34,6,,,,,,
,Marinette,"11,497",11,0,3,4,4,383,42,336,5,0,,,,,,
,Marshfield,"18,795",14,0,3,2,9,475,57,405,13,8,,,,,,
,Menasha,"16,368",28,0,5,5,18,467,81,376,10,6,,,,,,
,Menomonee Falls,"33,953",17,0,2,7,8,538,54,462,22,1,,,,,,
,Menomonie,"15,257",14,0,2,1,11,472,43,401,28,5,,,,,,
,Mequon,"23,606",9,0,0,5,4,188,51,131,6,1,,,,,,
,Merrill,"10,232",7,0,2,1,4,412,45,353,14,0,,,,,,
,Middleton,"16,298",6,1,1,2,2,537,95,414,28,0,,,,,,
,Milwaukee,"590,874","4,637",87,176,"2,551","1,823","32,068","4,531","21,865","5,672",263,,,,,,
,Monroe,"10,748",2,0,2,0,0,189,18,164,7,0,,,,,,
,Mount Pleasant,"25,009",17,1,3,11,2,742,120,585,37,6,,,,,,
,Muskego,"22,464",11,0,0,2,9,209,27,175,7,0,,,,,,
,Neenah,"24,794",26,1,7,4,14,485,95,372,18,4,,,,,,
,New Berlin,"38,886",18,0,3,1,14,514,73,420,21,11,,,,,,
,Oak Creek,"32,198",29,2,5,12,10,920,90,792,38,5,,,,,,
,Oconomowoc,"13,278",6,0,0,0,6,168,33,131,4,0,,,,,,
,Onalaska,"15,578",35,0,0,1,34,471,39,424,8,0,,,,,,
,Oshkosh,"63,661",146,0,10,19,117,"2,007",306,"1,642",59,1,,,,,,
,Pewaukee ,"12,826",7,0,2,0,5,148,29,117,2,0,,,,,,
,Pleasant Prairie,"18,212",15,2,5,2,6,288,61,215,12,0,,,,,,
