State,City by state,Population,Crime Index  ,Modified Crime Index1,Murder      and non-negligent         man-     slaughter,Forcible rape,Robbery,Aggravated assault,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,,,,
,Frisco,"35,214","1,482","1,482",1,13,16,48,398,953,53,0,,,,,
,Gainesville,"16,230","1,017","1,019",1,1,13,118,197,624,63,2,,,,,
,Galena Park,"11,064",335,335,0,10,6,24,93,176,26,0,,,,,
,Garland,"225,371","9,734","9,777",11,44,286,287,"1,868","6,349",889,43,,,,,
,Gatesville,"16,285",262,262,1,5,0,44,54,154,4,0,,,,,
,Georgetown,"29,601",599,601,1,2,11,28,82,432,43,2,,,,,
,Grand Prairie,"133,099","7,924","7,958",3,68,193,259,"1,291","4,804","1,306",34,,,,,
,Grapevine,"43,931","1,898","1,925",2,9,27,60,272,"1,331",197,27,,,,,
,Greenville,"25,027","2,447","2,457",0,14,63,240,474,"1,539",117,10,,,,,
,Groves,"16,434",745,745,0,1,28,13,157,487,59,0,,,,,
,Haltom City,"40,754","2,007","2,026",0,9,30,108,500,"1,207",153,19,,,,,
,Harker Heights,"18,078",849,850,1,10,6,26,158,602,46,1,,,,,
,Harlingen,"60,126","4,041","4,051",5,27,54,203,795,"2,730",227,10,,,,,
,Henderson,"11,775",954,955,2,17,9,159,123,619,25,1,,,,,
,Hereford,"15,246",658,661,0,3,3,70,170,393,19,3,,,,,
,Hewitt,"11,578",288,288,0,1,2,8,54,215,8,0,,,,,
,Highland Village,"12,715",151,152,1,0,1,10,40,92,7,1,,,,,
,Houston,"2,040,583","149,247","150,943",256,892,"11,212","12,598","26,905","73,445","23,939","1,696",,,,,
,Humble,"15,228","1,630","1,632",0,14,56,48,136,"1,151",225,2,,,,,
,Huntsville,"36,639","1,138","1,143",0,7,34,127,193,712,65,5,,,,,
,Hurst,"37,887","2,649","2,655",1,19,48,82,272,"2,081",146,6,,,,,
,Irving,"200,144","10,812","10,861",5,47,250,501,"1,634","7,077","1,298",49,,,,,
,Jacinto City,"10,760",464,467,0,0,24,18,82,269,71,3,,,,,
,Jacksonville,"14,485",721,725,1,25,13,43,174,423,42,4,,,,,
,Katy,"12,299",631,633,0,6,7,59,39,490,30,2,,,,,
,Keller,"28,562",608,613,0,4,4,76,113,394,17,5,,,,,
,Kerrville,"21,335",729,734,0,6,5,15,133,535,35,5,,,,,
,Kilgore,"11,804","1,066","1,066",0,14,7,43,179,785,38,0,,,,,
,Killeen,"90,779","6,505","6,532",3,77,155,476,"1,756","3,700",338,27,,,,,
,Kingsville,"26,714","1,712","1,712",3,18,17,199,267,"1,154",54,0,,,,,
,Lake Jackson,"27,560","1,005","1,006",0,4,7,27,134,797,36,1,,,,,
,La Marque,"14,291",901,903,3,11,24,36,220,530,77,2,,,,,
,Lamesa,"10,395",307,307,0,5,2,42,73,177,8,0,,,,,
,Lancaster,"27,047","1,741","1,751",0,7,44,175,408,925,182,10,,,,,
,La Porte,"33,299",762,776,2,14,14,49,191,427,65,14,,,,,
,Laredo,"184,435","12,952","13,029",7,58,203,839,"1,898","9,064",883,77,,,,,
,League City,"47,466","1,249","1,249",2,2,14,15,225,918,73,0,,,,,
,Levelland,"13,438",375,377,0,5,4,36,69,247,14,2,,,,,
,Lewisville,"81,196","4,231","4,239",4,41,69,97,617,"2,950",453,8,,,,,
,Lockhart,"12,132",417,417,0,10,4,45,88,256,14,0,,,,,
,Longview,"76,608","5,771","5,794",6,147,171,251,"1,047","3,654",495,23,,,,,
,Lubbock,"208,447","14,371","14,436",11,133,303,"2,067","2,979","8,307",571,65,,,,,
,Lufkin,"34,164","2,013","2,021",1,18,35,118,443,"1,286",112,8,,,,,
,Mansfield,"29,279","1,067","1,074",0,4,13,42,305,667,36,7,,,,,
,Marshall,"25,000","1,493","1,495",0,18,30,61,306,982,96,2,,,,,
,McAllen,"111,150","8,982","9,040",4,12,178,339,"1,074","6,684",691,58,,,,,
,McKinney,"56,789","2,596","2,622",2,54,46,91,528,"1,715",160,26,,,,,
,Memorial Villages,"11,916",174,174,0,0,2,2,45,115,10,0,,,,,
,Mercedes,"14,257",301,301,0,1,1,23,41,216,19,0,,,,,
,Mesquite,"130,065","6,480","6,532",9,5,135,298,689,"4,528",816,52,,,,,
,Midland,"99,224","4,143","4,158",2,69,74,416,839,"2,545",198,15,,,,,
,Mineral Wells,"17,700",793,797,0,16,9,14,139,562,53,4,,,,,
,Mission,"47,429","2,849","2,849",2,2,19,57,519,"1,970",280,0,,,,,
,Missouri City,"55,268","1,459","1,474",5,13,60,74,325,866,116,15,,,,,
,Mount Pleasant,"14,555",777,784,0,0,6,55,124,543,49,7,,,,,
,Nacogdoches,"31,246","1,229","1,233",0,13,18,184,220,755,39,4,,,,,
,Nederland,"18,198",805,805,1,4,10,18,130,586,56,0,,,,,
,New Braunfels,"38,119","2,726","2,736",1,18,24,249,327,"2,001",106,10,,,,,
,North Richland Hills,"58,111","2,957","2,957",1,25,35,97,422,"2,236",141,0,,,,,
,Odessa,"94,990","5,747","5,778",3,33,89,414,948,"4,020",240,31,,,,,
,Orange,"19,473","1,294","1,302",1,15,32,125,260,767,94,8,,,,,
,Palestine,"18,381","1,029","1,039",1,10,14,45,202,707,50,10,,,,,
,Pampa,"18,683","1,521","1,524",0,10,20,76,431,956,28,3,,,,,
,Paris,"27,051","3,272","3,277",3,58,43,314,536,"2,222",96,5,,,,,
,Pasadena,"147,979","7,184","7,268",7,68,154,390,"1,379","4,402",784,84,,,,,
,Pearland,"39,315","1,387","1,393",2,25,25,45,214,971,105,6,,,,,
,Pflugerville,"17,062",436,443,0,1,2,13,74,321,25,7,,,,,
,Pharr,"48,737","3,086","3,095",7,22,81,194,524,"2,178",80,9,,,,,
,Plainview,"23,330","1,344","1,347",0,11,18,73,267,947,28,3,,,,,
,Plano,"231,912","9,020","9,042",6,40,145,478,"1,326","6,505",520,22,,,,,
,Port Arthur,"60,326","2,883","2,912",6,14,170,178,866,"1,357",292,29,,,,,
,Portland,"15,487",484,486,0,7,1,24,76,361,15,2,,,,,
,Port Lavaca,"12,571",495,497,0,15,3,19,117,306,35,2,,,,,
,Port Neches,"14,207",588,589,0,4,3,25,111,411,34,1,,,,,
,Raymondville,"10,166",572,578,1,0,10,51,215,279,16,6,,,,,
,Richardson,"95,888","3,812","3,813",0,15,97,170,716,"2,487",327,1,,,,,
,Richmond,"11,574",578,586,1,4,14,38,102,400,19,8,,,,,
,Rio Grande City,"12,454",414,415,2,3,3,65,79,210,52,1,,,,,
,Robstown,"13,294",770,775,0,4,21,81,214,416,34,5,,,,,
,Rockwall,"18,777",694,696,0,8,12,19,129,464,62,2,,,,,
,Roma,"10,045",290,290,1,4,0,22,82,127,54,0,,,,,
,Rosenberg,"25,113","1,185","1,195",0,15,34,75,216,771,74,10,,,,,
,Round Rock,"63,857","1,813","1,817",0,20,31,65,278,"1,361",58,4,,,,,
,Rowlett,"46,484","1,065","1,069",0,10,9,26,265,694,61,4,,,,,
,Sachse,"10,185",202,204,0,6,1,15,59,112,9,2,,,,,
,Saginaw,"12,925",411,413,0,7,0,9,90,282,23,2,,,,,
,San Angelo,"92,375","5,718","5,745",0,55,50,287,"1,048","4,055",223,27,,,,,
,San Antonio,"1,195,592","94,132","94,665",100,464,"2,114","7,091","13,368","65,251","5,744",533,,,,,
,San Benito,"24,488","2,089","2,089",0,6,13,24,265,"1,698",83,0,,,,,
,San Juan,"27,396","1,286","1,295",1,0,24,54,242,901,64,9,,,,,
,San Marcos,"36,279","1,593","1,602",0,34,34,78,234,"1,133",80,9,,,,,
,Schertz,"19,526",515,515,0,5,8,25,75,390,12,0,,,,,
,Seagoville,"11,304",605,605,0,10,9,32,128,338,88,0,,,,,
,Seguin,"22,991","1,687","1,688",3,7,19,73,281,"1,262",42,1,,,,,
,Sherman,"36,643","2,378","2,385",0,12,56,112,359,"1,742",97,7,,,,,
,Snyder,"11,262",277,279,0,1,3,10,77,172,14,2,,,,,
,Socorro,"28,360",425,428,0,5,2,42,95,241,40,3,,,,,
,South Houston,"16,537",975,975,3,6,45,61,195,503,162,0,,,,,
,Southlake,"22,477",377,378,0,0,6,12,53,295,11,1,,,,,
,Stafford,"16,379","1,027","1,028",0,11,35,11,145,745,80,1,,,,,
,Stephenville,"15,585",641,646,0,7,5,13,80,518,18,5,,,,,
,Sugar Land,"66,147","1,937","1,937",1,12,61,107,256,"1,387",113,0,,,,,
,Sulphur Springs,"15,198",505,510,1,2,4,29,118,315,36,5,,,,,
,Sweetwater,"11,923",410,418,1,8,3,31,144,198,25,8,,,,,
,Taylor,"14,179",432,435,1,9,5,29,71,302,15,3,,,,,
,Temple,"56,940","3,133","3,171",1,7,84,140,693,"1,981",227,38,,,,,
,Terrell,"14,212","1,449","1,454",3,9,45,173,213,876,130,5,,,,,
,Texarkana,"36,330","2,983","3,007",5,31,97,228,602,"1,863",157,24,,,,,
,Texas City,"43,369","3,915","3,944",5,26,101,439,734,"2,322",288,29,,,,,
,The Colony,"27,712","1,040","1,059",0,12,5,32,224,717,50,19,,,,,
,Tyler,"87,373","6,614","6,616",4,58,140,442,"1,008","4,512",450,2,,,,,
,Universal City,"15,510",459,465,1,5,7,34,94,299,19,6,,,,,
,University Park,"24,362",652,654,1,0,15,9,120,484,23,2,,,,,
,Uvalde,"15,594",875,892,1,1,7,57,213,554,42,17,,,,,
,Vernon,"12,179",748,748,0,13,5,25,149,533,23,0,,,,,
,Victoria,"63,300","3,890","3,894",9,44,108,317,645,"2,602",165,4,,,,,
,Vidor,"11,949",584,590,0,5,9,25,136,371,38,6,,,,,
,Waco,"118,788","11,001","11,033",14,58,277,596,"2,197","7,143",716,32,,,,,
,Watauga,"22,883",768,769,0,10,9,58,170,483,38,1,,,,,
,Waxahachie,"22,379","1,133","1,137",0,1,8,53,256,751,64,4,,,,,
,Weatherford,"19,846",962,964,0,9,8,26,173,720,26,2,,,,,
,Weslaco,"28,134","2,216","2,219",0,7,37,104,376,"1,495",197,3,,,,,
,West University Place,"14,844",284,284,0,1,2,3,87,179,12,0,,,,,
,White Settlement,"15,491",860,864,1,0,12,28,182,570,67,4,,,,,
,Wichita Falls,"108,834","8,532","8,567",11,31,246,710,"1,726","5,327",481,35,,,,,
,Wylie,"15,806",427,430,0,14,3,8,121,268,13,3,,,,,
UTAH,Alpine/Highland,"15,888",271,271,0,1,0,4,76,179,11,0,,,,,
,American Fork,"22,757","1,024","1,026",0,4,0,19,162,786,53,2,,,,,
,Bountiful,"42,837","1,069","1,069",0,5,5,22,138,850,49,0,,,,,
,Brigham City,"18,059",632,635,0,7,1,17,125,445,37,3,,,,,
,Cedar City,"21,291",690,694,0,1,2,19,101,545,22,4,,,,,
,Centerville,"15,127",431,433,0,2,0,9,72,326,22,2,,,,,
,Clearfield,"26,941",980,991,0,17,5,28,180,685,65,11,,,,,
,Clinton,"13,054",225,227,0,0,0,5,40,170,10,2,,,,,
,Farmington,"12,530",354,356,0,3,1,7,44,290,9,2,,,,,
,Kaysville,"21,108",493,500,0,8,3,10,96,363,13,7,,,,,
,Layton,"60,650","2,566","2,582",1,24,21,72,387,"1,930",131,16,,,,,
,Lehi,"19,736",560,561,0,2,3,14,186,319,36,1,,,,,
,Logan,"44,257","1,190","1,190",0,19,0,29,141,976,25,0,,,,,
,Midvale,"28,034","1,611","1,613",0,23,20,74,206,"1,104",184,2,,,,,
,Murray,"35,290","3,703","3,709",1,24,51,86,461,"2,782",298,6,,,,,
,North Ogden,"15,585",301,301,0,2,0,5,43,247,4,0,,,,,
,Ogden,"80,099","5,332","5,332",5,89,93,286,914,"3,505",440,0,,,,,
,Orem,"87,462","3,649","3,655",1,16,17,32,372,"3,042",169,6,,,,,
,Payson,"13,189",432,432,0,3,1,5,69,316,38,0,,,,,
,Provo,"109,079","3,657","3,674",0,37,23,105,514,"2,789",189,17,,,,,
,Roy,"34,109",944,951,0,16,6,56,132,680,54,7,,,,,
,Salt Lake City,"188,504","19,059","19,146",11,109,478,635,"2,512","13,337","1,977",87,,,,,
,Sandy,"91,707","3,593","3,608",1,18,31,126,547,"2,649",221,15,,,,,
,South Jordan,"30,532",855,857,2,3,4,24,209,578,35,2,,,,,
,South Ogden,"14,912",691,695,0,4,6,3,82,568,28,4,,,,,
,South Salt Lake,"22,857","1,968","1,971",1,42,40,78,344,"1,117",346,3,,,,,
,Springville,"21,184",913,913,1,4,0,26,188,660,34,0,,,,,
,St. George,"51,511","1,664","1,667",2,59,1,81,226,"1,203",92,3,,,,,
,Tooele,"23,339",817,820,0,13,10,70,203,440,81,3,,,,,
,West Jordan,"70,879","3,513","3,524",1,24,32,130,446,"2,614",266,11,,,,,
,West Valley,"112,948","6,889","6,924",3,59,98,275,883,"4,843",728,35,,,,,
VERMONT,Bennington,"16,172",554,556,0,10,2,13,121,381,27,2,,,,,
,Brattleboro,"12,158",471,473,1,6,1,19,124,301,19,2,,,,,
,Burlington,"39,385","1,871","1,874",1,5,18,91,324,"1,349",83,3,,,,,
,Colchester,"17,203",510,511,0,0,3,7,71,410,19,1,,,,,
,Essex,"18,864",591,593,0,4,0,7,153,415,12,2,,,,,
,Hartford,"10,500",183,183,0,3,1,5,29,135,10,0,,,,,
,Rutland,"17,513",917,924,0,6,16,27,118,713,37,7,,,,,
,South Burlington,"16,016",645,647,0,1,3,4,96,507,34,2,,,,,
VIRGINIA,Alexandria,"132,180","5,165","5,181",3,21,176,212,482,"3,532",739,16,,,,,
,Blacksburg,"40,775",758,761,2,4,12,55,165,490,30,3,,,,,
,Bristol,"17,894",760,769,0,3,9,80,69,565,34,9,,,,,
,Chesapeake,"205,235","8,756","8,774",6,65,321,971,"1,438","5,351",604,18,,,,,
,Chesapeake State Police,,8,8,0,0,0,5,0,3,0,0,,,,,
,Colonial Heights,"17,410",968,980,0,5,21,18,89,790,45,12,,,,,
,Danville,"49,882","2,265","2,285",3,13,69,216,289,"1,575",100,20,,,,,
,Falls Church,"10,692",453,457,0,0,5,11,37,343,57,4,,,,,
,Fredericksburg,"19,865",979,982,0,7,47,89,70,680,86,3,,,,,
,Fredericksburg State Police,,7,7,0,0,0,4,0,3,0,0,,,,,
,Front Royal,"14,002",598,601,0,13,9,19,74,446,37,3,,,,,
,Hampton,"150,885","6,209","6,244",9,38,291,269,961,"3,772",869,35,,,,,
,Hampton State Police,,14,14,0,0,0,9,0,3,2,0,,,,,
,Harrisonburg,"41,697","1,239","1,252",0,19,10,100,195,847,68,13,,,,,
,Harrisonburg State Police,,11,11,0,0,0,1,0,8,2,0,,,,,
,Herndon,"22,313",636,636,0,10,24,31,35,503,33,0,,,,,
,Leesburg,"29,171",917,921,6,12,22,46,58,719,54,4,,,,,
,Lynchburg,"67,251","2,641","2,660",6,25,87,191,419,"1,714",199,19,,,,,
,Martinsville,"15,884",671,673,2,7,13,43,54,522,30,2,,,,,
,Newport News,"185,622","9,936","10,053",20,106,420,805,"1,636","5,715","1,234",117,,,,,
,Newport News State Police,,10,10,0,0,0,8,0,0,2,0,,,,,
,Norfolk,"241,523","15,476","15,499",41,115,709,488,"1,758","10,738","1,627",23,,,,,
,Norfolk State Police,,12,12,0,0,0,10,0,2,0,0,,,,,
,Petersburg,"34,765","2,497","2,510",6,18,79,157,278,"1,676",283,13,,,,,
,Petersburg State Police,,1,1,0,0,0,1,0,0,0,0,,,,,
,Poquoson,"11,917",131,138,0,2,0,5,17,101,6,7,,,,,
,Portsmouth,"103,620","7,015","7,035",11,38,425,524,"1,316","4,058",643,20,,,,,
,Portsmouth State Police,,8,8,0,0,0,4,0,3,1,0,,,,,
,Richmond,"203,799","18,002","18,193",77,118,"1,289","1,122","2,966","9,926","2,504",191,,,,,
,Richmond State Police,,21,21,0,0,0,5,0,12,4,0,,,,,
,Salem,"25,498",658,664,0,3,13,11,53,539,39,6,,,,,
,Staunton,"24,577",919,924,0,6,6,41,136,680,50,5,,,,,
,Staunton State Police,,3,3,0,0,0,0,0,3,0,0,,,,,
,Suffolk,"65,612","3,368","3,399",4,24,110,292,482,"2,282",174,31,,,,,
,Virginia Beach,"438,175","16,067","16,242",3,132,443,376,"2,290","11,981",842,175,,,,,
,Virginia Beach State Police,,15,15,0,0,0,12,0,2,1,0,,,,,
,Waynesboro,"20,113",879,886,0,8,18,126,121,572,34,7,,,,,
,Williamsburg,"12,362",312,312,0,3,12,8,26,244,19,0,,,,,
,Williamsburg State Police ,,1,1,0,0,0,0,0,1,0,0,,,,,
,Winchester,"24,302","1,474","1,479",0,16,30,41,131,"1,214",42,5,,,,,
,Winchester State Police,,1,1,0,0,0,0,0,1,0,0,,,,,
WASHINGTON,Aberdeen,"16,949","1,716","1,720",0,23,12,32,224,"1,344",81,4,,,,,
,Anacortes,"14,989",587,590,0,4,4,11,119,428,21,3,,,,,
,Arlington,"12,060","1,003","1,008",0,3,12,41,121,701,125,5,,,,,
,Auburn,"41,510","3,955","4,002",5,31,68,169,575,"2,231",876,47,,,,,
,Bainbridge Island,"20,910",418,423,0,3,0,7,132,260,16,5,,,,,
,Bellevue,"112,819","4,640","4,679",0,26,48,66,606,"3,349",545,39,,,,,
,Bellingham,"69,164","5,108","5,137",2,22,71,69,678,"3,972",294,29,,,,,
,Bothell,"31,045",878,885,0,10,9,24,136,585,114,7,,,,,
,Bremerton,"38,365","2,917","2,939",1,82,64,260,519,"1,659",332,22,,,,,
,Burien,"32,827","2,374","2,385",1,32,49,106,400,"1,243",543,11,,,,,
,Camas,"12,906",373,377,0,0,1,6,57,287,22,4,,,,,
,Centralia,"15,179","1,224","1,230",2,9,24,55,195,855,84,6,,,,,
,Covington,"14,192",586,590,0,8,6,17,76,378,101,4,,,,,
,Des Moines,"30,135","1,030","1,035",0,13,29,37,158,511,282,5,,,,,
,Edmonds,"40,688","1,160","1,168",0,5,11,14,168,832,130,8,,,,,
,Ellensburg,"15,872","1,157","1,174",1,15,4,12,197,888,40,17,,,,,
,Enumclaw,"11,446",335,336,0,1,6,17,34,220,57,1,,,,,
,Everett,"94,203","6,745","6,771",3,54,185,265,839,"3,724","1,675",26,,,,,
,Federal Way,"85,729","5,496","5,525",4,34,108,120,677,"3,347","1,206",29,,,,,
,Issaquah,"11,545",746,750,1,5,6,4,91,567,72,4,,,,,
,Kelso,"12,248","1,275","1,283",0,13,16,42,197,914,93,8,,,,,
,Kenmore,"19,233",513,523,0,6,3,12,114,324,54,10,,,,,
,Kennewick,"56,316","2,851","2,864",2,22,39,115,463,"1,962",248,13,,,,,
,Kent,"81,883","5,861","5,920",4,19,125,132,910,"3,282","1,389",59,,,,,
,Kirkland,"46,391","1,614","1,634",2,15,22,25,236,"1,102",212,20,,,,,
,Lacey,"32,153","1,529","1,535",0,19,26,45,244,"1,112",83,6,,,,,
,Lake Forest Park,"13,532",234,236,0,1,2,3,42,165,21,2,,,,,
,Lakewood,"59,938","4,204","4,232",1,58,134,249,763,"2,549",450,28,,,,,
,Longview,"35,689","3,157","3,192",1,14,43,127,592,"2,084",296,35,,,,,
,Lynnwood,"34,851","2,613","2,622",1,14,46,38,191,"1,951",372,9,,,,,
,Maple Valley,"14,630",422,425,0,5,4,10,112,221,70,3,,,,,
,Marysville,"26,066","1,189","1,201",1,9,14,30,160,716,259,12,,,,,
,Mercer Island,"22,690",403,408,0,1,2,8,68,296,28,5,,,,,
,Mill Creek,"11,867",490,491,0,4,2,7,48,367,62,1,,,,,
,Moses Lake,"15,397","1,621","1,627",1,25,19,54,220,"1,210",92,6,,,,,
,Mountlake Terrace,"20,966",772,783,0,8,7,19,92,530,116,11,,,,,
,Mount Vernon,"27,010","2,171","2,187",2,24,14,29,216,"1,774",112,16,,,,,
,Mukilteo,"18,553",482,490,0,2,6,8,84,302,80,8,,,,,
,Olympia,"43,775","2,791","2,795",0,25,50,69,437,"2,005",205,4,,,,,
,Pasco,"33,017","1,696","1,696",2,16,31,102,262,"1,149",134,0,,,,,
,Port Angeles,"18,943",801,815,0,4,15,32,133,566,51,14,,,,,
,Puyallup,"33,990","2,776","2,791",0,20,27,35,262,"2,022",410,15,,,,,
,Redmond,"46,599","1,972","1,979",0,17,19,43,192,"1,531",170,7,,,,,
,Renton,"51,537","4,584","4,606",0,23,99,119,756,"2,719",868,22,,,,,
,Richland,"39,857","1,363","1,376",2,8,13,39,224,982,95,13,,,,,
,Sammamish,"35,115",488,497,0,12,2,16,104,323,31,9,,,,,
,SeaTac,"26,252","1,600","1,604",0,16,45,62,280,765,432,4,,,,,
,Seattle,"580,089","46,432","46,643",26,152,"1,576","2,338","7,290","26,742","8,308",211,,,,,
,Shoreline,"54,598","1,918","1,936",1,15,41,65,275,"1,259",262,18,,,,,
,Spokane,"201,433","15,895","15,957",20,83,379,820,"2,660","10,248","1,685",62,,,,,
,Sunnyside,"14,317","1,218","1,226",0,2,8,16,207,923,62,8,,,,,
,Tacoma,"199,299","20,182","20,297",19,171,715,"1,277","3,032","11,728","3,240",115,,,,,
,Tukwila,"17,690","2,763","2,773",2,22,64,63,223,"1,904",485,10,,,,,
,Tumwater,"13,075",587,593,0,27,4,17,99,391,49,6,,,,,
,University Place,"30,821","1,204","1,214",1,17,34,47,185,772,148,10,,,,,
,Vancouver,"147,819","7,773","7,812",1,100,155,276,"1,196","5,189",856,39,,,,,
,Walla Walla,"30,567","1,691","1,694",0,36,22,69,271,"1,231",62,3,,,,,
,Wenatchee,"28,682","2,074","2,084",1,19,26,76,325,"1,538",89,10,,,,,
,Yakima,"73,977","6,845","6,899",4,59,106,184,"1,407","4,415",670,54,,,,,
WEST VIRGINIA,Bluefield,"11,410",395,401,2,4,12,27,82,246,22,6,,,,,
,Charleston,"53,230","4,463","4,517",7,25,162,359,838,"2,615",457,54,,,,,
,Clarksburg,"16,683",312,317,0,6,5,38,64,181,18,5,,,,,
,Fairmont,"19,028",578,582,1,2,20,30,102,379,44,4,,,,,
,Martinsburg,"14,918",984,990,0,1,23,53,160,691,56,6,,,,,
,Vienna,"10,822",308,309,0,1,1,7,31,256,12,1,,,,,
,Weirton,"20,338",359,362,0,2,7,13,75,251,11,3,,,,,
WISCONSIN,Appleton,"71,100","1,967","1,976",0,18,18,91,245,"1,520",75,9,,,,,
,Ashwaubenon,"17,889",816,816,0,1,4,2,56,726,27,0,,,,,
,Baraboo,"10,865",290,290,0,0,4,7,24,241,14,0,,,,,
,Beaver Dam,"15,389",620,623,0,0,5,10,58,536,11,3,,,,,
,Beloit,"36,292","2,144","2,157",0,17,52,70,263,"1,626",116,13,,,,,
,Brookfield,"39,208","1,108","1,108",0,1,11,5,102,958,31,0,,,,,
,Brown Deer,"12,346",677,677,0,4,13,2,21,612,25,0,,,,,
,Burlington,"10,079",415,418,0,2,0,0,33,371,9,3,,,,,
,Caledonia,"23,955",329,330,0,0,4,3,77,220,25,1,,,,,
,Cedarburg,"11,066",161,162,0,0,1,0,10,150,0,1,,,,,
,Chippewa Falls,"13,112",339,340,0,8,0,5,41,264,21,1,,,,,
,Cudahy,"18,695",547,548,0,5,8,7,98,399,30,1,,,,,
,De Pere,"20,856",395,395,0,0,0,10,51,327,7,0,,,,,
,Eau Claire,"62,596","2,792","2,805",1,14,17,123,475,"2,017",145,13,,,,,
,Everest,"14,401",396,400,0,1,3,7,63,306,16,4,,,,,
,Fitchburg,"20,798",569,569,1,5,8,13,81,418,43,0,,,,,
,Fond du Lac,"42,813","1,669","1,671",0,11,13,37,180,"1,382",46,2,,,,,
,Fort Atkinson,"11,789",442,443,0,0,0,10,40,373,19,1,,,,,
,Fox Valley,"16,862",411,411,0,0,0,1,38,359,13,0,,,,,
,Franklin,"29,920",555,557,0,6,7,25,98,389,30,2,,,,,
,Germantown,"18,524",300,304,0,1,5,1,43,238,12,4,,,,,
,Glendale,"13,560",873,873,0,0,29,7,28,756,53,0,,,,,
,Grafton,"10,461",237,237,0,0,0,1,17,214,5,0,,,,,
,Grand Chute,"18,658",809,812,1,4,5,4,25,745,25,3,,,,,
,Green Bay,"103,791","3,762","3,784",1,63,73,252,635,"2,468",270,22,,,,,
,Greendale,"14,614",440,441,1,0,5,4,21,386,23,1,,,,,
,Greenfield,"35,989","1,259","1,261",0,7,19,4,155,995,79,2,,,,,
,Hartford,"11,063",360,360,0,1,2,8,23,310,16,0,,,,,
,Janesville,"60,358","3,499","3,514",1,15,52,79,497,"2,714",141,15,,,,,
,Kaukauna,"13,170",283,283,0,1,0,4,14,249,15,0,,,,,
,Kenosha,"91,658","2,785","2,800",1,28,80,98,502,"1,899",177,15,,,,,
,La Crosse,"52,567","1,798","1,811",0,14,26,74,210,"1,400",74,13,,,,,
,Madison,"211,061","8,847","8,974",3,90,266,396,"1,564","5,898",630,127,,,,,
,Manitowoc,"34,545","1,317","1,317",0,3,4,33,207,"1,023",47,0,,,,,
,Marinette,"11,919",515,516,1,1,4,5,77,410,17,1,,,,,
,Marshfield,"19,072",581,583,0,5,2,10,104,448,12,2,,,,,
,Menasha,"16,567",460,462,0,3,0,15,53,378,11,2,,,,,
,Menomonee Falls,"33,119",545,547,1,2,9,6,69,442,16,2,,,,,
,Menomonie,"15,153",583,587,0,6,1,16,85,444,31,4,,,,,
,Mequon,"22,138",182,186,0,0,4,19,42,116,1,4,,,,,
,Merrill,"10,293",411,411,0,4,0,11,59,320,17,0,,,,,
,Middleton,"15,998",554,555,0,1,5,1,63,469,15,1,,,,,
,Milwaukee,"605,600","46,315","46,697",111,326,"3,197","2,148","6,922","26,424","7,187",382,,,,,
,Monroe,"10,999",323,324,0,0,0,4,38,269,12,1,,,,,
,Mount Pleasant,"23,476",722,726,0,9,13,12,82,571,35,4,,,,,
,Neenah,"24,861",495,501,0,2,0,16,55,405,17,6,,,,,
,New Berlin,"38,772",619,628,1,0,2,12,103,478,23,9,,,,,
,Oak Creek,"28,867",947,958,0,12,11,10,125,744,45,11,,,,,
,Onalaska,"15,054",571,572,0,0,0,22,44,498,7,1,,,,,
,Oshkosh,"63,825","2,440","2,445",1,9,18,115,288,"1,936",73,5,,,,,
,Pewaukee Township,"11,953",129,129,0,0,1,2,11,110,5,0,,,,,
,Platteville,"10,134",398,398,0,3,0,9,31,346,9,0,,,,,
,Pleasant Prairie,"16,369",424,424,0,5,3,1,30,377,8,0,,,,,
,Plover,"10,672",193,194,0,5,1,12,28,139,8,1,,,,,
,Port Washington,"10,618",225,225,0,0,0,0,25,196,4,0,,,,,
,Racine,"83,038","4,758","4,774",2,26,226,152,967,"3,027",358,16,,,,,
,River Falls,"12,742",551,554,0,1,0,7,51,475,17,3,,,,,
,Sheboygan,"51,526","2,460","2,481",0,36,16,37,281,"2,004",86,21,,,,,
,Shorewood,"13,961",443,443,0,4,10,1,41,382,5,0,,,,,
,South Milwaukee,"21,564",586,589,0,2,11,15,83,447,28,3,,,,,
,Stevens Point,"24,905","1,050","1,051",0,7,2,31,120,852,38,1,,,,,
,Stoughton,"12,532",305,305,0,0,2,6,78,211,8,0,,,,,
,Sun Prairie,"20,664",585,585,0,0,2,14,67,481,21,0,,,,,
,Superior,"27,764","1,803","1,820",0,16,15,41,274,"1,380",77,17,,,,,
,Town of Menasha,"16,087",268,269,0,5,1,1,34,216,11,1,,,,,
,Watertown,"21,910",629,647,0,5,4,22,137,438,23,18,,,,,
,Waupun,"10,872",262,262,0,0,0,4,30,226,2,0,,,,,
,Wausau,"38,982","1,532","1,542",0,23,17,49,253,"1,106",84,10,,,,,
,Wauwatosa,"47,955","2,386","2,386",0,7,60,20,292,"1,861",146,0,,,,,
,West Allis,"62,140","2,689","2,725",0,8,66,81,493,"1,850",191,36,,,,,
,West Bend,"28,559",698,699,0,1,5,8,30,633,21,1,,,,,
,Whitefish Bay,"14,368",216,217,0,1,5,2,11,192,5,1,,,,,
,Whitewater,"13,631",320,321,0,3,3,8,30,258,18,1,,,,,
